customer_id,customer_name,est_monthly_income,income_method,salary_regularity_score,declared_existing_emis,detected_recurring_debits,existing_monthly_obligations,avg_monthly_net_cashflow,avg_monthly_spend,avg_monthly_credit,cashflow_cv,bounce_count_6m,negative_balance_days,digital_engagement_score,intent_recency_days,intent_frequency_90d,age,occupation_sector,employment_years,education_level,city_tier,existing_bank_relationship,source_channel,inquiry_product,credit_bureau_score,gender,inquiry_date,existing_products,converted
CUST_00597,Charan Srinivasan,59550.19,salary_detection,0.9599782732307611,4542.0,0.0,4542.0,22454.45,40318.77,62773.21,0.4902,0,0,18.7,9,1,46,salaried_pvt_other,12.4,graduate,tier3,True,website_organic,home_loan,691.0,M,2026-07-02,"savings_account,insurance",False
CUST_00598,Lajita Divan,104423.42,salary_detection,0.9170221564522474,0.0,26066.31,26066.31,26209.87,80289.26,106499.13,0.5175,1,0,27.8,82,3,30,salaried_pvt_it,4.5,post_graduate,tier2,True,campaign_click,auto_loan,519.0,M,2026-04-20,"fd,credit_card",False
CUST_00599,Azad Choudhary,80537.49,salary_detection,0.9352088464556578,12157.0,0.0,12157.0,23125.74,57600.16,80725.9,0.3365,0,0,24.0,76,3,62,retired,24.8,professional_degree,tier1,False,website_organic,home_loan,621.0,F,2026-04-26,,True
CUST_00600,Anirudh Sastry,60804.04,salary_detection,0.972233783593148,0.0,9235.29,9235.29,10323.4,50484.4,60807.8,0.6496,0,0,13.7,38,1,33,salaried_pvt_other,6.9,graduate,tier2,False,partner,personal_loan,595.0,M,2026-06-03,,False
CUST_00601,Omya Doshi,108314.93,proxy_model,0.0,0.0,9028.14,9028.14,18665.0,48047.02,66712.02,0.8356,0,0,18.8,29,3,24,self_employed_business,3.3,professional_degree,tier2,False,branch_walkin,auto_loan,650.0,M,2026-06-12,,False
CUST_00602,Samar Roy,58944.65,salary_detection,0.9191019110784173,0.0,13063.41,13063.41,10695.9,49016.74,59712.64,0.662,0,0,19.7,55,3,45,salaried_govt,15.8,graduate,tier1,False,partner,personal_loan,662.0,M,2026-05-17,,False
CUST_00603,David Devi,52646.83,proxy_model,0.0,0.0,0.0,0.0,19012.78,36379.6,55392.38,1.0284,3,0,12.8,15,1,28,other,6.3,diploma,tier1,False,partner,personal_loan,552.0,F,2026-06-26,,False
CUST_00604,Ekta Sridhar,82924.56,proxy_model,0.0,11636.0,11074.58,17173.29,-11446.12,65894.18,54448.06,1.256,0,24,16.5,1,4,47,other,17.6,post_graduate,tier3,True,partner,home_loan,615.0,M,2026-07-10,"credit_card,savings_account",False
CUST_00605,Dipta Ghose,97270.71,proxy_model,0.0,0.0,18145.34,18145.34,53086.18,70244.82,123331.0,0.6542,0,0,15.0,1,2,56,self_employed_business,24.2,below_10th,tier3,False,campaign_click,personal_loan,694.0,M,2026-07-10,,False
CUST_00606,Hema Pandya,46953.14,salary_detection,0.9395321228824189,6562.0,8951.62,11037.81,4674.31,44212.86,48887.17,2.6753,0,0,22.5,51,4,64,retired,32.3,graduate,tier2,True,website_organic,auto_loan,607.0,F,2026-05-21,"savings_account,insurance",False
CUST_00607,Veda Handa,118631.5,salary_detection,0.9548548547571407,0.0,30383.18,30383.18,43862.16,76531.53,120393.68,0.3152,0,0,5.5,23,4,34,salaried_pvt_other,13.0,graduate,tier1,False,branch_walkin,personal_loan,497.0,M,2026-06-18,,False
CUST_00608,Arya Misra,124958.59,proxy_model,0.0,18885.0,17089.64,27429.82,10617.01,90895.38,101512.38,2.873,0,0,36.2,44,1,44,self_employed_business,22.9,below_10th,tier2,False,campaign_click,home_loan,553.0,M,2026-05-28,,False
CUST_00609,Chameli Mani,99105.45,proxy_model,0.0,0.0,12794.88,12794.88,25311.37,53006.66,78318.03,0.978,0,0,15.8,1,4,57,self_employed_business,2.2,12th_pass,tier1,False,referral,mortgage_loan_lap,,F,2026-07-10,,False
CUST_00610,Vrinda Nadig,81116.36,salary_detection,0.9353804675874968,0.0,27914.8,27914.8,20713.12,63709.47,84422.59,0.6543,0,0,23.0,73,3,28,salaried_govt,7.1,diploma,tier1,True,website_organic,mortgage_loan_lap,629.0,M,2026-04-29,"fd,savings_account",False
CUST_00611,Ikshita Mahal,120852.06,proxy_model,0.0,14354.0,24075.54,26391.77,23826.87,82401.06,106227.93,1.0836,2,0,30.8,54,1,49,self_employed_business,2.0,diploma,tier3,True,website_organic,auto_loan,655.0,M,2026-05-18,insurance,False
CUST_00612,Jairaj Raghavan,235562.81,salary_detection,0.9071446608725875,0.0,0.0,0.0,145476.55,95689.1,241165.65,0.172,0,0,17.8,63,1,37,salaried_pvt_it,7.8,graduate,tier2,True,referral,mortgage_loan_lap,798.0,M,2026-05-09,"fd,insurance,savings_account",False
CUST_00613,Hemani Dhingra,244687.74,salary_detection,0.9255136716216157,0.0,0.0,0.0,154989.75,90152.05,245141.8,0.0892,0,0,10.0,12,1,37,salaried_pvt_it,9.2,professional_degree,tier3,False,branch_walkin,auto_loan,703.0,F,2026-06-29,,True
CUST_00614,Brijesh Mani,61774.87,salary_detection,0.9253625408272708,0.0,0.0,0.0,30054.12,33421.34,63475.47,0.3993,0,0,7.2,90,2,53,salaried_pvt_other,8.8,graduate,tier1,True,referral,personal_loan,549.0,M,2026-04-12,"insurance,savings_account",False
CUST_00615,Hiral Sathe,58520.18,salary_detection,0.9616362750227934,0.0,18316.95,18316.95,9373.32,50496.81,59870.13,0.9226,0,0,34.8,4,1,34,salaried_govt,1.4,diploma,tier2,False,website_organic,mortgage_loan_lap,573.0,M,2026-07-07,,False
CUST_00616,Varenya Kala,101820.37,proxy_model,0.0,0.0,0.0,0.0,114644.46,61802.01,176446.47,0.3929,0,0,23.5,35,2,26,self_employed_business,3.8,12th_pass,tier2,True,website_organic,home_loan,777.0,M,2026-06-06,savings_account,False
CUST_00617,Anika Magar,126374.53,salary_detection,0.9210662871467141,7530.0,29144.85,22102.42,40760.58,87716.63,128477.21,0.4375,0,0,24.2,86,1,46,salaried_pvt_it,1.1,professional_degree,tier2,False,website_organic,personal_loan,561.0,M,2026-04-16,,False
CUST_00618,Ikbal Khatri,89803.48,salary_detection,0.9278806047691124,0.0,14660.65,14660.65,27742.51,65170.46,92912.97,0.4891,0,0,17.8,70,2,29,salaried_govt,7.1,diploma,tier2,True,website_organic,auto_loan,653.0,M,2026-05-02,"savings_account,insurance,credit_card",False
CUST_00619,Chandresh Wali,66126.69,salary_detection,0.9448424599395993,0.0,19125.8,19125.8,7904.2,58507.4,66411.6,1.2544,0,0,23.5,46,4,57,salaried_pvt_other,17.3,graduate,tier3,False,website_organic,auto_loan,615.0,M,2026-05-26,,False
CUST_00620,Viraj Ben,119561.59,salary_detection,0.9442412528874864,0.0,0.0,0.0,69341.09,56655.07,125996.15,0.27,0,0,31.2,30,2,37,salaried_govt,2.7,diploma,tier1,True,website_organic,auto_loan,,F,2026-06-11,"savings_account,fd",False
CUST_00621,Odika Narayanan,27160.55,proxy_model,0.0,0.0,0.0,0.0,15001.51,16918.5,31920.01,0.8158,0,0,14.2,75,4,27,gig_worker,6.6,12th_pass,tier3,True,referral,mortgage_loan_lap,529.0,M,2026-04-27,insurance,False
CUST_00622,Harish Devan,276927.63,proxy_model,0.0,18223.0,53772.87,45109.43,170831.02,172890.33,343721.34,0.4404,0,0,8.5,49,1,43,self_employed_professional,22.5,post_graduate,tier1,True,branch_walkin,personal_loan,632.0,M,2026-05-23,credit_card,False
CUST_00623,Nakul Ray,191312.93,proxy_model,0.0,0.0,55407.83,55407.83,83310.69,134376.85,217687.54,0.4087,0,0,33.7,38,2,56,self_employed_business,19.5,professional_degree,tier3,False,campaign_click,auto_loan,586.0,M,2026-06-03,,False
CUST_00624,Vansha Iyengar,59102.76,salary_detection,0.9135764013886625,5497.0,20393.19,15693.59,-6267.25,67046.23,60778.98,2.0834,0,16,8.5,63,3,56,salaried_pvt_other,29.9,graduate,tier2,False,branch_walkin,auto_loan,572.0,M,2026-05-09,,False
CUST_00625,Ekani Mangal,78710.53,salary_detection,0.90706908519709,0.0,16199.86,16199.86,22641.0,56735.82,79376.82,0.4314,0,0,35.2,77,1,45,salaried_pvt_other,15.2,diploma,tier2,False,website_organic,auto_loan,664.0,F,2026-04-25,,False
CUST_00626,Gaurav Kata,68121.82,salary_detection,0.9275532375842528,0.0,18407.16,18407.16,13300.62,54983.16,68283.79,0.6215,0,0,36.5,89,1,38,salaried_govt,9.8,graduate,tier3,False,campaign_click,personal_loan,644.0,F,2026-04-13,,True
CUST_00627,Parth Sahni,241704.78,salary_detection,0.9338156172038814,0.0,0.0,0.0,141729.81,104474.95,246204.77,0.111,0,0,3.5,34,2,22,salaried_pvt_it,1.4,professional_degree,tier3,False,branch_walkin,personal_loan,579.0,M,2026-06-07,,False
CUST_00628,Balhaar Ranganathan,55214.24,salary_detection,0.9398867621843707,0.0,16900.81,16900.81,1561.18,53750.18,55311.37,5.0,0,0,30.3,67,4,41,salaried_pvt_other,14.5,diploma,tier1,True,campaign_click,personal_loan,567.0,M,2026-05-05,insurance,False
CUST_00629,Quincy Mann,160316.3,proxy_model,0.0,10170.0,46701.4,33520.7,48445.39,119364.94,167810.33,0.7962,0,0,20.7,22,3,48,self_employed_business,5.4,10th_pass,tier2,False,campaign_click,personal_loan,605.0,M,2026-06-19,,True
CUST_00630,Aditya Misra,42033.7,proxy_model,0.0,0.0,5134.62,5134.62,2764.98,25880.89,28645.87,3.9348,0,0,21.3,20,4,43,other,2.2,post_graduate,tier2,True,branch_walkin,personal_loan,625.0,M,2026-06-21,"savings_account,credit_card,fd",False
CUST_00631,Gautami Mane,140109.85,proxy_model,0.0,0.0,0.0,0.0,126162.06,100054.03,226216.09,0.5531,0,0,9.0,53,1,28,self_employed_business,1.9,diploma,tier3,False,partner,mortgage_loan_lap,664.0,M,2026-05-19,,False
CUST_00632,Wakeeta Desai,76918.06,salary_detection,0.9418715736183383,16758.0,16799.04,25157.52,8881.69,71202.27,80083.96,1.5316,0,0,29.5,71,2,40,salaried_pvt_other,7.0,diploma,tier1,True,campaign_click,personal_loan,616.0,M,2026-05-01,"credit_card,fd",False
CUST_00633,Anjali Hans,79876.32,salary_detection,0.9584206341593302,9809.0,24400.33,22009.17,4367.47,76593.09,80960.56,2.4127,0,0,29.8,76,4,67,retired,34.9,below_10th,tier1,False,campaign_click,home_loan,,M,2026-04-26,,False
CUST_00634,Ganga Gaba,104643.04,proxy_model,0.0,0.0,0.0,0.0,117723.72,70696.12,188419.84,0.3607,0,0,12.8,38,1,49,self_employed_business,15.8,12th_pass,tier3,False,partner,auto_loan,683.0,M,2026-06-03,,True
CUST_00635,Aarini Grewal,51454.57,salary_detection,0.9510305689893754,11355.0,13534.83,18122.42,-9591.37,62311.64,52720.27,1.3205,0,21,26.8,1,3,42,salaried_pvt_other,8.2,graduate,tier1,False,campaign_click,personal_loan,,M,2026-07-10,,False
CUST_00636,Geetika Merchant,40863.25,proxy_model,0.0,0.0,7383.21,7383.21,4742.44,28731.31,33473.75,0.9922,0,0,9.3,64,3,23,gig_worker,0.5,10th_pass,tier2,True,partner,personal_loan,694.0,M,2026-05-08,"fd,insurance",False
CUST_00637,Parth Ravi,31759.94,salary_detection,0.9389263693928269,0.0,6768.98,6768.98,1270.93,30580.21,31851.14,5.0,0,0,23.5,54,2,31,salaried_pvt_other,6.2,graduate,tier2,False,website_organic,home_loan,699.0,F,2026-05-18,,False
CUST_00638,Yutika Narang,70969.53,salary_detection,0.92353308692809,0.0,23107.12,23107.12,12632.62,58738.22,71370.83,0.7565,0,0,22.2,54,1,47,salaried_pvt_other,25.3,graduate,tier3,True,campaign_click,personal_loan,623.0,M,2026-05-18,fd,False
CUST_00639,Nandini Chandran,180684.21,salary_detection,0.931995114509313,28614.0,43993.9,50610.95,14869.21,166572.15,181441.36,1.209,0,0,9.2,2,1,40,salaried_pvt_it,19.1,professional_degree,tier1,False,partner,personal_loan,718.0,M,2026-07-09,,False
CUST_00640,Logan Sood,146004.31,salary_detection,0.9299033962439827,0.0,0.0,0.0,79852.98,68272.55,148125.52,0.1315,0,0,12.2,39,2,45,salaried_govt,21.5,diploma,tier2,True,branch_walkin,auto_loan,678.0,F,2026-06-02,insurance,True
CUST_00641,Yuvraj Ahuja,191948.46,salary_detection,0.9171046284701865,0.0,0.0,0.0,92150.98,100112.07,192263.05,0.1703,0,0,6.5,36,1,54,salaried_pvt_it,26.6,post_graduate,tier2,False,partner,personal_loan,604.0,M,2026-06-05,,False
CUST_00642,Leela Keer,155851.07,proxy_model,0.0,0.0,14727.39,14727.39,22418.49,61903.48,84321.97,1.3022,0,0,11.0,85,5,38,self_employed_professional,13.4,post_graduate,tier1,False,campaign_click,mortgage_loan_lap,631.0,M,2026-04-17,,False
CUST_00643,Amara Narayan,59459.76,salary_detection,0.9405399722119228,0.0,0.0,0.0,24877.92,36430.77,61308.69,0.5029,0,0,14.2,67,5,56,retired,27.3,12th_pass,tier3,True,branch_walkin,auto_loan,561.0,F,2026-05-05,"credit_card,fd,insurance",False
CUST_00644,Advay Lal,33288.59,proxy_model,0.0,0.0,4057.19,4057.19,2408.45,22535.87,24944.33,2.9215,0,0,24.2,2,2,33,gig_worker,11.8,12th_pass,tier3,True,website_organic,personal_loan,616.0,F,2026-07-09,"savings_account,insurance",False
CUST_00645,Warinder Bhatia,58719.6,salary_detection,0.9174756634436481,0.0,9712.9,9712.9,15924.27,42680.3,58604.57,0.5245,0,0,14.7,64,2,27,salaried_pvt_other,3.4,graduate,tier3,False,branch_walkin,auto_loan,830.0,M,2026-05-08,,False
CUST_00646,Udyati Mohanty,32988.53,salary_detection,0.9455035488704913,0.0,0.0,0.0,9994.23,22947.04,32941.27,0.4775,0,0,10.8,38,1,60,retired,25.1,diploma,tier2,False,branch_walkin,personal_loan,802.0,F,2026-06-03,,False
CUST_00647,Nidra Thakkar,33854.0,proxy_model,0.0,0.0,4827.75,4827.75,11880.26,18566.17,30446.42,0.6892,0,0,17.2,10,2,22,gig_worker,1.1,graduate,tier2,False,campaign_click,mortgage_loan_lap,569.0,M,2026-07-01,,False
CUST_00648,Jacob Merchant,101232.64,salary_detection,0.957004672386921,0.0,20239.13,20239.13,16649.27,84390.63,101039.9,0.9196,0,0,21.8,60,3,40,salaried_pvt_it,19.1,post_graduate,tier1,False,branch_walkin,auto_loan,640.0,M,2026-05-12,,False
CUST_00649,Timothy Kanda,49582.42,salary_detection,0.9135415059500673,4102.0,0.0,4102.0,22185.14,28878.0,51063.14,0.3186,0,0,25.0,23,1,57,salaried_pvt_other,22.7,graduate,tier1,False,website_organic,mortgage_loan_lap,635.0,M,2026-06-18,,False
CUST_00650,Vanya Dua,159285.34,proxy_model,0.0,25946.0,0.0,25946.0,48124.2,84998.23,133122.43,0.5135,0,0,18.7,67,2,26,self_employed_professional,5.0,professional_degree,tier3,False,website_organic,personal_loan,564.0,M,2026-05-05,,False
CUST_00651,Kashvi Sagar,171414.03,proxy_model,0.0,6949.0,22508.31,18203.15,67088.2,96116.2,163204.39,0.3736,3,0,19.2,86,2,53,self_employed_professional,5.0,professional_degree,tier3,True,branch_walkin,home_loan,612.0,M,2026-04-16,fd,False
CUST_00652,Tejas Kota,120977.45,salary_detection,0.9343133682633795,15871.0,26049.63,28895.82,20836.2,101520.87,122357.06,0.932,0,0,16.3,77,3,57,salaried_pvt_other,36.6,diploma,tier1,False,branch_walkin,personal_loan,803.0,F,2026-04-25,,False
CUST_00653,Sanya Wable,64718.49,salary_detection,0.9082461326407192,0.0,10631.44,10631.44,18725.64,47860.24,66585.88,0.485,0,0,26.5,19,2,51,salaried_pvt_other,29.0,post_graduate,tier1,True,campaign_click,mortgage_loan_lap,715.0,M,2026-06-22,"fd,insurance,savings_account",False
CUST_00654,Faras Choudhury,119049.08,salary_detection,0.9707549812635261,0.0,38853.41,38853.41,27187.51,96529.29,123716.8,0.5466,0,0,26.7,88,2,33,salaried_pvt_it,1.7,graduate,tier3,True,website_organic,home_loan,,F,2026-04-14,insurance,False
CUST_00655,Yashasvi Jain,90391.24,salary_detection,0.9224184430280111,0.0,0.0,0.0,45016.89,49401.79,94418.67,0.2018,0,0,19.5,26,2,36,salaried_pvt_other,15.2,post_graduate,tier1,True,referral,auto_loan,715.0,F,2026-06-15,"fd,credit_card,insurance",False
CUST_00656,Nitesh Narang,45033.09,proxy_model,0.0,0.0,0.0,0.0,15377.44,28813.67,44191.11,0.9701,0,0,18.5,21,1,30,gig_worker,3.7,graduate,tier2,False,branch_walkin,personal_loan,520.0,M,2026-06-20,,False
CUST_00657,Jackson Jha,49554.01,salary_detection,0.9099357632532739,0.0,12749.01,12749.01,10921.91,45226.71,56148.62,1.2467,0,0,13.8,9,1,62,retired,20.4,graduate,tier1,False,branch_walkin,auto_loan,665.0,M,2026-07-02,,False
CUST_00658,Gavin Uppal,60385.86,salary_detection,0.9263947030271931,0.0,17163.32,17163.32,5885.41,55578.34,61463.75,1.8023,0,0,6.5,63,2,57,salaried_pvt_it,22.2,professional_degree,tier1,False,referral,home_loan,485.0,M,2026-05-09,,False
CUST_00659,Christopher Setty,68681.34,salary_detection,0.9245407827711845,0.0,15663.26,15663.26,24668.32,44698.13,69366.45,0.4031,0,0,20.7,40,1,39,salaried_pvt_other,10.5,graduate,tier1,True,branch_walkin,mortgage_loan_lap,,M,2026-06-01,savings_account,False
CUST_00660,Yochana Sagar,59102.48,salary_detection,0.9335815839160049,0.0,0.0,0.0,27382.64,33245.33,60627.97,0.2343,0,0,10.0,58,1,33,salaried_govt,12.9,post_graduate,tier2,False,referral,personal_loan,720.0,M,2026-05-14,,False
CUST_00661,Dalbir Shere,246901.36,salary_detection,0.9327290021963495,51939.0,69432.35,86655.18,19551.27,226898.44,246449.7,1.6462,0,0,23.7,50,1,25,salaried_pvt_it,4.4,post_graduate,tier2,True,partner,personal_loan,628.0,F,2026-05-22,credit_card,False
CUST_00662,Anthony Randhawa,90764.19,proxy_model,0.0,8301.0,0.0,8301.0,22722.02,43783.84,66505.87,0.7101,0,0,13.5,51,3,36,self_employed_business,7.7,graduate,tier2,True,referral,personal_loan,699.0,M,2026-05-21,fd,False
CUST_00663,Aarush Kamdar,92083.24,salary_detection,0.9120814292750123,18456.0,23908.31,30410.15,3460.95,88422.16,91883.12,2.8879,0,0,16.5,60,2,43,salaried_pvt_it,7.4,professional_degree,tier2,False,campaign_click,personal_loan,677.0,M,2026-05-12,,False
CUST_00664,Chakradev Sampath,35371.2,salary_detection,0.9104784206326526,0.0,7158.08,7158.08,428.55,35866.77,36295.32,5.0,0,1,26.7,89,3,60,retired,24.5,10th_pass,tier3,False,campaign_click,personal_loan,670.0,M,2026-04-13,,False
CUST_00665,Devansh Bhasin,161741.75,proxy_model,0.0,0.0,0.0,0.0,133828.88,71996.6,205825.49,0.2831,0,0,23.8,70,2,48,self_employed_professional,10.0,professional_degree,tier2,False,campaign_click,home_loan,680.0,M,2026-05-02,,False
CUST_00666,Urmi Balay,130358.13,salary_detection,0.9326438226507008,9993.0,0.0,9993.0,62996.97,69662.22,132659.19,0.2266,0,0,15.5,16,3,41,salaried_govt,6.6,post_graduate,tier3,True,referral,mortgage_loan_lap,,F,2026-06-25,"savings_account,fd,insurance",False
CUST_00667,Nilima Gole,56416.57,proxy_model,0.0,0.0,8118.97,8118.97,-896.42,36535.19,35638.77,5.0,0,0,7.5,65,1,42,other,10.3,post_graduate,tier1,False,branch_walkin,mortgage_loan_lap,487.0,M,2026-05-07,,False
CUST_00668,Osha Prasad,50788.66,proxy_model,0.0,8657.0,0.0,8657.0,15116.15,36084.28,51200.42,1.0568,0,0,21.5,13,1,21,gig_worker,1.0,10th_pass,tier1,True,branch_walkin,mortgage_loan_lap,581.0,M,2026-06-28,"savings_account,fd",False
CUST_00669,Saumya Purohit,45450.24,proxy_model,0.0,4454.0,3221.44,6064.72,-7555.17,32862.72,25307.55,1.3833,0,72,12.8,23,1,41,other,13.6,12th_pass,tier2,False,referral,home_loan,702.0,M,2026-06-18,,False
CUST_00670,Faris Zacharia,46610.1,proxy_model,0.0,0.0,5625.92,5625.92,6140.27,30757.92,36898.2,2.6944,0,0,15.5,80,3,30,gig_worker,3.4,12th_pass,tier1,True,partner,home_loan,662.0,F,2026-04-22,fd,False
CUST_00671,Ijaya Dani,62424.51,salary_detection,0.9387017873128196,0.0,0.0,0.0,22030.95,43707.88,65738.83,0.5526,0,0,7.0,17,2,61,retired,30.7,12th_pass,tier1,True,referral,home_loan,527.0,M,2026-06-24,fd,False
CUST_00672,Maya Wadhwa,233030.54,proxy_model,0.0,0.0,0.0,0.0,178876.78,137344.66,316221.43,0.4517,0,0,12.8,4,2,53,self_employed_professional,2.8,professional_degree,tier2,False,partner,home_loan,667.0,M,2026-07-07,,False
CUST_00673,Udant Aggarwal,125761.69,proxy_model,0.0,0.0,14540.97,14540.97,42080.38,60886.55,102966.93,0.5456,0,0,10.5,23,3,60,self_employed_business,38.5,post_graduate,tier1,False,branch_walkin,personal_loan,579.0,F,2026-06-18,,False
CUST_00674,Chanchal Sheth,124267.03,salary_detection,0.9293622433677979,9563.0,42078.22,30602.11,18270.47,109698.66,127969.14,0.7737,0,0,19.5,82,3,59,salaried_govt,34.6,graduate,tier2,False,campaign_click,personal_loan,740.0,M,2026-04-20,,False
CUST_00675,Ladli Karpe,148642.24,proxy_model,0.0,0.0,0.0,0.0,89694.7,75242.05,164936.75,0.4403,2,0,25.7,55,2,58,self_employed_professional,35.2,professional_degree,tier3,False,campaign_click,auto_loan,611.0,M,2026-05-17,,False
CUST_00676,Triveni Pal,151531.62,proxy_model,0.0,29060.0,27093.23,42606.61,37715.2,101063.99,138779.19,0.2751,0,0,14.2,59,2,52,self_employed_business,22.1,12th_pass,tier1,False,partner,auto_loan,727.0,M,2026-05-13,,False
CUST_00677,Anya Gulati,39651.25,proxy_model,0.0,0.0,0.0,0.0,13686.45,31066.98,44753.43,1.184,0,0,23.3,1,3,24,other,1.3,below_10th,tier3,False,campaign_click,home_loan,631.0,F,2026-07-10,,False
CUST_00678,Azad Saini,42738.83,salary_detection,0.9355659302592638,5244.0,13751.42,12119.71,-2816.43,46947.25,44130.83,2.8625,0,2,17.2,42,2,59,salaried_pvt_it,28.6,professional_degree,tier3,False,campaign_click,auto_loan,729.0,M,2026-05-30,,False
CUST_00679,Wridesh Jhaveri,28743.73,salary_detection,0.940142114309712,1671.0,0.0,1671.0,6622.43,22329.15,28951.58,0.4979,0,0,16.2,20,5,33,salaried_pvt_other,4.8,graduate,tier3,False,partner,personal_loan,581.0,M,2026-06-21,,False
CUST_00680,Harrison Bandi,61384.0,salary_detection,0.9332515173836782,0.0,10219.34,10219.34,14546.22,48603.31,63149.53,0.9745,0,0,27.5,5,6,51,salaried_pvt_other,11.2,post_graduate,tier2,False,campaign_click,auto_loan,674.0,M,2026-07-06,,False
CUST_00681,Chanakya Konda,175871.47,salary_detection,0.9548943742994871,20501.0,50776.79,45889.4,16708.12,157597.51,174305.63,1.6172,0,0,27.0,46,2,28,salaried_pvt_it,1.2,graduate,tier1,True,website_organic,auto_loan,,M,2026-05-26,credit_card,False
CUST_00682,Neelima Sarna,242111.81,proxy_model,0.0,23759.0,52990.85,50254.43,56453.96,175002.49,231456.45,1.4031,0,0,23.8,86,1,33,self_employed_professional,9.3,graduate,tier3,False,website_organic,personal_loan,671.0,M,2026-04-16,,False
CUST_00683,Teerth Bhalla,79424.17,salary_detection,0.9104164962178534,17820.0,20915.2,28277.6,-7460.05,88518.93,81058.88,2.0228,0,1,17.3,39,2,62,retired,27.7,diploma,tier2,False,referral,personal_loan,556.0,F,2026-06-02,,False
CUST_00684,Yahvi Mann,53553.31,proxy_model,0.0,0.0,8752.84,8752.84,1950.18,39117.2,41067.39,5.0,0,0,13.7,88,3,23,gig_worker,0.7,12th_pass,tier2,False,partner,personal_loan,559.0,M,2026-04-14,,False
CUST_00685,Eiravati Nagi,68311.95,salary_detection,0.9311154525715337,11947.0,0.0,11947.0,16202.51,51656.96,67859.47,0.8169,0,0,15.3,77,4,55,retired,38.9,graduate,tier1,False,partner,auto_loan,745.0,F,2026-04-25,,False
CUST_00686,Chasmum Dhar,72756.3,salary_detection,0.9331490437661043,0.0,0.0,0.0,35229.73,38904.22,74133.95,0.308,0,0,15.7,11,1,56,salaried_pvt_other,2.6,diploma,tier2,False,website_organic,home_loan,586.0,M,2026-06-30,,False
CUST_00687,Odika Mital,66014.71,salary_detection,0.9408444961658589,6779.0,15220.01,14389.01,1995.38,63988.13,65983.51,3.979,0,0,20.3,4,3,57,salaried_pvt_other,27.6,graduate,tier1,True,campaign_click,mortgage_loan_lap,597.0,M,2026-07-07,"credit_card,fd,insurance",False
CUST_00688,Darsh Gill,187802.07,proxy_model,0.0,0.0,31075.16,31075.16,50138.89,101751.89,151890.79,0.8901,0,0,24.8,44,1,53,self_employed_professional,1.1,graduate,tier1,False,website_organic,auto_loan,516.0,M,2026-05-28,,False
CUST_00689,Warhi Batta,60273.78,salary_detection,0.9193350485281127,11450.0,0.0,11450.0,10077.67,51942.09,62019.76,0.7745,0,0,25.2,31,2,38,salaried_pvt_other,10.1,graduate,tier3,False,website_organic,personal_loan,518.0,M,2026-06-10,,False
CUST_00690,Lakshmi Vohra,68613.9,salary_detection,0.9590406647144865,0.0,0.0,0.0,25989.44,43453.75,69443.2,0.4708,0,0,17.2,38,2,39,salaried_pvt_other,7.4,diploma,tier2,False,website_organic,home_loan,772.0,M,2026-06-03,,False
CUST_00691,Omaja Rege,89553.27,salary_detection,0.9371023741453179,0.0,0.0,0.0,42542.14,47211.35,89753.49,0.3643,0,0,24.0,83,4,23,salaried_pvt_it,1.6,professional_degree,tier1,False,campaign_click,home_loan,700.0,M,2026-04-19,,False
CUST_00692,Charita Puri,40911.71,proxy_model,0.0,0.0,7397.07,7397.07,3790.19,27529.07,31319.25,3.1999,0,0,7.0,71,1,27,gig_worker,6.5,graduate,tier3,False,referral,personal_loan,702.0,M,2026-05-01,,False
CUST_00693,Urvashi Khosla,104276.3,proxy_model,0.0,0.0,0.0,0.0,30956.66,41191.61,72148.27,0.6811,0,0,18.0,69,2,51,self_employed_business,5.4,post_graduate,tier1,True,partner,personal_loan,,M,2026-05-03,insurance,False
CUST_00694,Charita Dhawan,59850.84,proxy_model,0.0,0.0,8535.89,8535.89,17984.56,44889.94,62874.5,0.6366,0,0,18.8,43,1,35,gig_worker,8.5,12th_pass,tier2,True,referral,home_loan,603.0,F,2026-05-29,"credit_card,fd",False
CUST_00695,Dalbir Sachar,189180.51,salary_detection,0.9218980591931372,0.0,46734.23,46734.23,59104.34,129311.47,188415.81,0.2972,0,0,33.2,38,5,37,salaried_pvt_it,2.4,graduate,tier1,False,website_organic,home_loan,591.0,M,2026-06-03,,False
CUST_00696,Krish Rama,51833.26,salary_detection,0.9421382034865131,0.0,8608.21,8608.21,17897.47,36096.5,53993.97,0.541,0,0,18.0,51,2,58,salaried_pvt_other,13.3,post_graduate,tier2,False,branch_walkin,personal_loan,,M,2026-05-21,,False
CUST_00697,Aadhya Jani,101392.1,salary_detection,0.9258019324648561,0.0,23243.32,23243.32,29427.08,74589.21,104016.3,0.4133,0,0,31.2,90,1,24,salaried_govt,1.9,diploma,tier1,True,campaign_click,auto_loan,659.0,F,2026-04-12,"savings_account,insurance,credit_card",True
CUST_00698,Farhan Sengupta,79173.4,salary_detection,0.9456457242635679,0.0,0.0,0.0,41110.04,40872.31,81982.35,0.2579,0,0,14.2,49,2,48,salaried_pvt_other,12.7,graduate,tier3,False,branch_walkin,home_loan,646.0,M,2026-05-23,,False
CUST_00699,George Wason,146296.32,proxy_model,0.0,0.0,0.0,0.0,34982.64,42584.96,77567.6,0.648,0,0,7.2,38,1,43,self_employed_professional,6.3,professional_degree,tier1,False,branch_walkin,personal_loan,725.0,M,2026-06-03,,False
